"Maxprof_w","pc","pw","TotRevDeficitAndLease","TotRevAllFallow","TotRevAllCrop","Bestalternative","AddlRevFromDL","optimalirrigation","optimallease","production","production_lost","crop","optimalleasepercentage","productionlostepercentage"
458.5,0.1,0.81,1261.501645025,1169.705,1251.078207325,1251.078207325,10.4234376999989,458.5,26,12404.41645025,106.365623000009,"corn",5.36635706914345,0.850191637718918
458,0.1,0.82,1261.7661648,1174.55,1251.078207325,1251.078207325,10.6879574749994,458,26.5,12400.361648,110.420425250006,"corn",5.46955624355005,0.882602099561002
457.5,0.1,0.83,1262.033434375,1179.395,1251.078207325,1251.078207325,10.9552270500001,457.5,27,12396.23434375,114.547729499998,"corn",5.57275541795666,0.915592077532218
457,0.1,0.84,1262.3034722,1184.24,1251.078207325,1251.078207325,11.2252648750002,457,27.5,12392.034722,118.747351249996,"corn",5.67595459236326,0.949160096904704
457,0.1,0.85,1262.5784722,1189.085,1251.078207325,1251.078207325,11.5002648750003,457,27.5,12392.034722,118.747351249996,"corn",5.67595459236326,0.949160096904704
456.5,0.1,0.86,1262.856296725,1193.93,1251.078207325,1251.078207325,11.7780893999995,456.5,28,12387.76296725,123.019106000003,"corn",5.77915376676987,0.983304682950533
456,0.1,0.87,1263.1369264,1198.775,1251.078207325,1251.078207325,12.0587190749995,456,28.5,12383.419264,127.362809250004,"corn",5.88235294117647,1.01802436094164
456,0.1,0.88,1263.4219264,1203.62,1251.078207325,1251.078207325,12.3437190749994,456,28.5,12383.419264,127.362809250004,"corn",5.88235294117647,1.01802436094164
455.5,0.1,0.89,1263.710379675,1208.465,1251.078207325,1251.078207325,12.6321723499993,455.5,29,12379.00379675,131.778276500005,"corn",5.98555211558307,1.05331765615011
455,0.1,0.9,1264.001675,1213.31,1251.078207325,1251.078207325,12.923467675,455,29.5,12374.51675,136.265323249998,"corn",6.08875128998968,1.08918309384794
455,0.1,0.91,1264.296675,1218.155,1251.078207325,1251.078207325,13.2184676750001,455,29.5,12374.51675,136.265323249998,"corn",6.08875128998968,1.08918309384794
454.5,0.1,0.92,1264.595830825,1223,1251.078207325,1251.078207325,13.5176235000001,454.5,30,12369.95830825,140.823764999997,"corn",6.19195046439629,1.12561919930729
454,0.1,0.93,1264.8978656,1227.845,1251.078207325,1251.078207325,13.8196582749993,454,30.5,12365.328656,145.453417250006,"corn",6.29514963880289,1.16262449780025
454,0.1,0.94,1265.2028656,1232.69,1251.078207325,1251.078207325,14.1246582749993,454,30.5,12365.328656,145.453417250006,"corn",6.29514963880289,1.16262449780025
453.5,0.1,0.95,1265.512797775,1237.535,1251.078207325,1251.078207325,14.4345904499999,453.5,31,12360.62797775,150.154095500002,"corn",6.39834881320949,1.20019751459867
453,0.1,0.96,1265.8256458,1242.38,1251.078207325,1251.078207325,14.7474384749994,453,31.5,12355.856458,154.925615250006,"corn",6.5015479876161,1.23833677497477
452.5,0.1,0.97,1266.141428125,1247.225,1251.078207325,1251.078207325,15.0632208,452.5,32,12351.01428125,159.767791999999,"corn",6.6047471620227,1.27704080420046
452.5,0.1,0.98,1266.461428125,1252.07,1251.078207325,1252.07,14.3914281250002,452.5,32,12351.01428125,159.767791999999,"corn",6.6047471620227,1.27704080420046
452,0.1,0.99,1266.7851632,1256.915,1251.078207325,1256.915,9.87016319999998,452,32.5,12346.101632,164.680441250002,"corn",6.70794633642931,1.31630812754795
451.5,0.1,1,1267.111869475,1261.76,1251.078207325,1261.76,5.3518694749996,451.5,33,12341.11869475,169.663378500005,"corn",6.81114551083591,1.35613727028921
451.5,0.1,1.01,1267.441869475,1266.605,1251.078207325,1266.605,0.836869474999503,451.5,33,12341.11869475,169.663378500005,"corn",6.81114551083591,1.35613727028921
484.5,0.35,0,4378.7737256375,777.26,4378.7737256375,4378.7737256375,0,484.5,0,12510.78207325,0,"corn",0,0
484.5,0.35,0.01,4378.7737256375,782.105,4378.7737256375,4378.7737256375,0,484.5,0,12510.78207325,0,"corn",0,0
484.5,0.35,0.02,4378.7737256375,786.95,4378.7737256375,4378.7737256375,0,484.5,0,12510.78207325,0,"corn",0,0
484,0.35,0.03,4378.7780656,791.795,4378.7737256375,4378.7737256375,0.00433996250012569,484,0.5,12510.751616,0.0304572500026552,"corn",0.103199174406605,0.000243448010079062
484,0.35,0.04,4378.7830656,796.64,4378.7737256375,4378.7737256375,0.00933996250023483,484,0.5,12510.751616,0.0304572500026552,"corn",0.103199174406605,0.000243448010079062
484,0.35,0.05,4378.7880656,801.485,4378.7737256375,4378.7737256375,0.0143399624994345,484,0.5,12510.751616,0.0304572500026552,"corn",0.103199174406605,0.000243448010079062
484,0.35,0.06,4378.7930656,806.33,4378.7737256375,4378.7737256375,0.0193399624995436,484,0.5,12510.751616,0.0304572500026552,"corn",0.103199174406605,0.000243448010079062
484,0.35,0.07,4378.7980656,811.175,4378.7737256375,4378.7737256375,0.0243399624996528,484,0.5,12510.751616,0.0304572500026552,"corn",0.103199174406605,0.000243448010079062
483.5,0.35,0.08,4378.8036719625,816.02,4378.7737256375,4378.7737256375,0.0299463249975815,483.5,1,12510.63906275,0.143010500007222,"corn",0.206398348813209,0.00114309800274597
483.5,0.35,0.09,4378.8136719625,820.865,4378.7737256375,4378.7737256375,0.0399463249977998,483.5,1,12510.63906275,0.143010500007222,"corn",0.206398348813209,0.00114309800274597
483.5,0.35,0.1,4378.8236719625,825.71,4378.7737256375,4378.7737256375,0.0499463249980181,483.5,1,12510.63906275,0.143010500007222,"corn",0.206398348813209,0.00114309800274597
483.5,0.35,0.11,4378.8336719625,830.555,4378.7737256375,4378.7737256375,0.0599463249973269,483.5,1,12510.63906275,0.143010500007222,"corn",0.206398348813209,0.00114309800274597
483.5,0.35,0.12,4378.8436719625,835.4,4378.7737256375,4378.7737256375,0.0699463249975452,483.5,1,12510.63906275,0.143010500007222,"corn",0.206398348813209,0.00114309800274597
483.5,0.35,0.13,4378.8536719625,840.245,4378.7737256375,4378.7737256375,0.0799463249977634,483.5,1,12510.63906275,0.143010500007222,"corn",0.206398348813209,0.00114309800274597
483,0.35,0.14,4378.8656093,845.09,4378.7737256375,4378.7737256375,0.0918836624996402,483,1.5,12510.444598,0.337475250002171,"corn",0.309597523219814,0.00269747524995856
483,0.35,0.15,4378.8806093,849.935,4378.7737256375,4378.7737256375,0.106883662499968,483,1.5,12510.444598,0.337475250002171,"corn",0.309597523219814,0.00269747524995856
483,0.35,0.16,4378.8956093,854.78,4378.7737256375,4378.7737256375,0.121883662499386,483,1.5,12510.444598,0.337475250002171,"corn",0.309597523219814,0.00269747524995856
483,0.35,0.17,4378.9106093,859.625,4378.7737256375,4378.7737256375,0.136883662499713,483,1.5,12510.444598,0.337475250002171,"corn",0.309597523219814,0.00269747524995856
483,0.35,0.18,4378.9256093,864.47,4378.7737256375,4378.7737256375,0.15188366250004,483,1.5,12510.444598,0.337475250002171,"corn",0.309597523219814,0.00269747524995856
483,0.35,0.19,4378.9406093,869.315,4378.7737256375,4378.7737256375,0.166883662499458,483,1.5,12510.444598,0.337475250002171,"corn",0.309597523219814,0.00269747524995856
482.5,0.35,0.2,4378.9589421875,874.16,4378.7737256375,4378.7737256375,0.185216550000405,482.5,2,12510.16840625,0.613666999997804,"corn",0.412796697626419,0.00490510502384915
482.5,0.35,0.21,4378.9789421875,879.005,4378.7737256375,4378.7737256375,0.205216550000841,482.5,2,12510.16840625,0.613666999997804,"corn",0.412796697626419,0.00490510502384915
482.5,0.35,0.22,4378.9989421875,883.85,4378.7737256375,4378.7737256375,0.225216550000368,482.5,2,12510.16840625,0.613666999997804,"corn",0.412796697626419,0.00490510502384915
482.5,0.35,0.23,4379.0189421875,888.695,4378.7737256375,4378.7737256375,0.245216550000805,482.5,2,12510.16840625,0.613666999997804,"corn",0.412796697626419,0.00490510502384915
482.5,0.35,0.24,4379.0389421875,893.54,4378.7737256375,4378.7737256375,0.265216550000332,482.5,2,12510.16840625,0.613666999997804,"corn",0.412796697626419,0.00490510502384915
482.5,0.35,0.25,4379.0589421875,898.385,4378.7737256375,4378.7737256375,0.285216550000769,482.5,2,12510.16840625,0.613666999997804,"corn",0.412796697626419,0.00490510502384915
482,0.35,0.26,4379.0837352,903.23,4378.7737256375,4378.7737256375,0.310009562499545,482,2.5,12509.810672,0.971401250000781,"corn",0.515995872033024,0.00776451259652095
482,0.35,0.27,4379.1087352,908.075,4378.7737256375,4378.7737256375,0.33500956250009,482,2.5,12509.810672,0.971401250000781,"corn",0.515995872033024,0.00776451259652095
482,0.35,0.28,4379.1337352,912.92,4378.7737256375,4378.7737256375,0.360009562499727,482,2.5,12509.810672,0.971401250000781,"corn",0.515995872033024,0.00776451259652095
482,0.35,0.29,4379.1587352,917.765,4378.7737256375,4378.7737256375,0.385009562500272,482,2.5,12509.810672,0.971401250000781,"corn",0.515995872033024,0.00776451259652095
482,0.35,0.3,4379.1837352,922.61,4378.7737256375,4378.7737256375,0.410009562499908,482,2.5,12509.810672,0.971401250000781,"corn",0.515995872033024,0.00776451259652095
481.5,0.35,0.31,4379.2100529125,927.455,4378.7737256375,4378.7737256375,0.436327275000622,481.5,3,12509.37157975,1.41049349999957,"corn",0.619195046439629,0.0112742232399318
481.5,0.35,0.32,4379.2400529125,932.3,4378.7737256375,4378.7737256375,0.466327275000367,481.5,3,12509.37157975,1.41049349999957,"corn",0.619195046439629,0.0112742232399318
481.5,0.35,0.33,4379.2700529125,937.145,4378.7737256375,4378.7737256375,0.496327275000112,481.5,3,12509.37157975,1.41049349999957,"corn",0.619195046439629,0.0112742232399318
481.5,0.35,0.34,4379.3000529125,941.99,4378.7737256375,4378.7737256375,0.526327275000767,481.5,3,12509.37157975,1.41049349999957,"corn",0.619195046439629,0.0112742232399318
481.5,0.35,0.35,4379.3300529125,946.835,4378.7737256375,4378.7737256375,0.556327275000513,481.5,3,12509.37157975,1.41049349999957,"corn",0.619195046439629,0.0112742232399318
481.5,0.35,0.36,4379.3600529125,951.68,4378.7737256375,4378.7737256375,0.586327275000258,481.5,3,12509.37157975,1.41049349999957,"corn",0.619195046439629,0.0112742232399318
481,0.35,0.37,4379.3929599,956.525,4378.7737256375,4378.7737256375,0.619234262499958,481,3.5,12508.851314,1.93075925000085,"corn",0.722394220846233,0.015432762226185
481,0.35,0.38,4379.4279599,961.37,4378.7737256375,4378.7737256375,0.654234262499813,481,3.5,12508.851314,1.93075925000085,"corn",0.722394220846233,0.015432762226185
481,0.35,0.39,4379.4629599,966.215,4378.7737256375,4378.7737256375,0.689234262499667,481,3.5,12508.851314,1.93075925000085,"corn",0.722394220846233,0.015432762226185
481,0.35,0.4,4379.4979599,971.06,4378.7737256375,4378.7737256375,0.724234262499522,481,3.5,12508.851314,1.93075925000085,"corn",0.722394220846233,0.015432762226185
481,0.35,0.41,4379.5329599,975.905,4378.7737256375,4378.7737256375,0.759234262500286,481,3.5,12508.851314,1.93075925000085,"corn",0.722394220846233,0.015432762226185
481,0.35,0.42,4379.5679599,980.75,4378.7737256375,4378.7737256375,0.79423426250014,481,3.5,12508.851314,1.93075925000085,"corn",0.722394220846233,0.015432762226185
480.5,0.35,0.43,4379.6075207375,985.595,4378.7737256375,4378.7737256375,0.833795100000316,480.5,4,12508.25005925,2.53201400000034,"corn",0.825593395252838,0.0202386548272964
480.5,0.35,0.44,4379.6475207375,990.44,4378.7737256375,4378.7737256375,0.873795100000279,480.5,4,12508.25005925,2.53201400000034,"corn",0.825593395252838,0.0202386548272964
480.5,0.35,0.45,4379.6875207375,995.285,4378.7737256375,4378.7737256375,0.913795100000243,480.5,4,12508.25005925,2.53201400000034,"corn",0.825593395252838,0.0202386548272964
480.5,0.35,0.46,4379.7275207375,1000.13,4378.7737256375,4378.7737256375,0.953795100000207,480.5,4,12508.25005925,2.53201400000034,"corn",0.825593395252838,0.0202386548272964
480.5,0.35,0.47,4379.7675207375,1004.975,4378.7737256375,4378.7737256375,0.99379510000017,480.5,4,12508.25005925,2.53201400000034,"corn",0.825593395252838,0.0202386548272964
480,0.35,0.48,4379.8088,1009.82,4378.7737256375,4378.7737256375,1.03507436250129,480,4.5,12507.568,3.21407324999745,"corn",0.928792569659443,0.0256904263153112
480,0.35,0.49,4379.8538,1014.665,4378.7737256375,4378.7737256375,1.08007436250136,480,4.5,12507.568,3.21407324999745,"corn",0.928792569659443,0.0256904263153112
480,0.35,0.5,4379.8988,1019.51,4378.7737256375,4378.7737256375,1.12507436250144,480,4.5,12507.568,3.21407324999745,"corn",0.928792569659443,0.0256904263153112
480,0.35,0.51,4379.9438,1024.355,4378.7737256375,4378.7737256375,1.17007436250151,480,4.5,12507.568,3.21407324999745,"corn",0.928792569659443,0.0256904263153112
480,0.35,0.52,4379.9888,1029.2,4378.7737256375,4378.7737256375,1.21507436250158,480,4.5,12507.568,3.21407324999745,"corn",0.928792569659443,0.0256904263153112
480,0.35,0.53,4380.0338,1034.045,4378.7737256375,4378.7737256375,1.26007436250165,480,4.5,12507.568,3.21407324999745,"corn",0.928792569659443,0.0256904263153112
479.5,0.35,0.54,4380.0818622625,1038.89,4378.7737256375,4378.7737256375,1.30813662499895,479.5,5,12506.80532075,3.97675250000248,"corn",1.03199174406605,0.0317866019623617
479.5,0.35,0.55,4380.1318622625,1043.735,4378.7737256375,4378.7737256375,1.35813662499913,479.5,5,12506.80532075,3.97675250000248,"corn",1.03199174406605,0.0317866019623617
