V	121	6.323897809
V	149	25
G	157	25
G	162	25
G	166	25
G	171	25
G	175	25
G	179	25
G	183	25
G	186	25
G	189	25
G	192	25
G	196	25
G	199	25
G	202	25
G	206	25
G	210	25
G	214	25
G	219	25
G	224	25
